0, 147000
1, 147000
0, 147000
0, 147000
1, 147000
0, 147000
0, 147150
1, 146800
0, 147050
1, 146750
0, 146900
1, 146700
0, 146850
1, 146600
0, 146900
1, 146650
0, 146900
1, 146900
0, 146900
1, 146800
0, 146700
1, 146750
0, 146750
1, 146700
0, 146900
1, 147100
0, 146700
1, 147100
0, 146800
1, 147100
0, 146900
1, 147150
0, 146850
1, 147150
0, 146900
1, 147150
0, 146800
1, 147150
0, 146800
1, 146300
0, 146600
1, 146250
0, 146800
1, 146300
0, 147000
1, 146300
0, 147150
1, 146950
0, 147150
1, 147000
0, 147000
1, 147000
0, 147000
1, 147000
0, 147000
1, 147000
0, 146900
1, 146800
0, 147100
1, 146800
0, 146900
1, 146750
0, 146900
1, 146750
0, 146800
1, 146750
0, 146700
1, 146750
0, 146900
1, 146750
0, 146900
1, 146750
0, 147100
1, 146750
0, 147050
1, 146750
0, 147100
1, 146750
0, 147100
1, 146750
0, 147150
1, 146750
0, 147500
1, 146800
0, 147900
1, 147350
0, 147950
1, 147650
0, 147950
1, 147650
0, 148000
1, 147650
0, 148150
1, 147650
0, 147800
1, 147650
0, 147750
1, 147650
0, 147850
1, 147650
0, 148200
1, 147650
0, 148150
1, 147650
0, 148000
1, 147650
0, 147950
1, 147650
0, 147950
1, 147550
0, 147950
1, 147550
0, 147900
1, 147550
0, 147750
1, 147400
0, 147750
1, 147350
0, 147700
1, 147400
0, 147300
1, 147200
0, 147350
1, 146850
0, 147350
1, 146950
0, 147550
1, 146950
0, 147650
1, 147350
0, 147650
1, 147400
0, 147650
1, 147350
0, 147300
1, 147300
0, 147250
1, 147300
0, 147250
1, 147000
0, 147250
1, 147000
0, 147250
1, 147000
0, 147400
1, 147350
0, 147200
1, 147350
0, 147200
1, 147350
0, 147200
1, 147350
0, 147450
1, 147350
0, 147500
1, 147350
0, 147450
1, 147350
0, 147600
1, 147250
0, 147400
1, 147150
0, 147500
1, 147250
0, 147300
1, 147400
0, 147250
1, 147400
0, 147300
1, 147400
0, 147250
1, 147400
0, 147450
1, 147400
0, 147400
1, 147400
0, 147350
1, 147400
0, 147550
1, 147400
0, 147550
1, 147400
0, 147450
1, 147550
0, 147250
1, 147550
0, 147300
1, 147550
0, 147150
1, 147550
0, 147200
1, 147550
0, 147300
1, 147550
0, 147150
1, 147550
0, 147200
1, 147550
0, 147500
1, 147550
0, 147350
1, 147550
0, 147400
1, 147550
0, 147300
1, 147650
0, 147200
1, 147650
0, 147200
1, 147650
0, 147350
1, 147650
0, 147200
1, 147650
0, 147250
1, 147600
0, 147300
1, 147600
0, 147300
1, 147650
0, 147400
1, 147650
0, 147300
1, 147650
0, 147100
1, 147600
0, 147150
1, 147550
0, 147000
1, 147450
0, 146800
1, 147350
0, 146700
1, 147150
0, 146600
1, 147150
0, 146700
1, 147150
0, 146550
1, 147150
0, 146550
1, 147150
0, 146650
1, 147150
0, 146600
1, 147150
0, 146650
1, 147150
0, 146500
1, 147150
0, 146500
1, 146950
0, 146400
1, 146850
0, 146300
1, 146750
0, 146400
1, 146850
0, 146700
1, 146950
0, 146700
1, 146950
0, 146800
1, 146950
0, 146700
1, 146950
0, 146800
1, 146900
0, 146800
1, 146950
0, 146700
1, 146900
0, 146800
1, 146700
0, 146750
1, 146700
0, 147000
1, 146950
0, 146950
1, 147000
0, 147150
1, 147100
0, 147100
1, 147050
0, 147100
1, 147000
0, 147200
1, 147100
0, 147300
1, 147150
0, 147250
1, 147100
0, 147400
1, 147550
0, 147300
1, 147550
0, 147400
1, 147550
0, 147500
1, 147550
0, 147350
1, 147550
0, 147350
1, 147550
0, 147350
1, 147550
0, 147300
1, 147550
0, 147500
